Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1144937,-,-,-,38.89,-77.02,-5,26,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.0
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky GHI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2020,1,1,0,0,0,0,0,0,-0.7000000000000001,0.14,2.3000000000000003,82.41,2,1007,N/A
2020,1,1,0,30,0,0,0,0,-0.7000000000000001,0.14,2.2,84.19,1.7000000000000002,1007,N/A
2020,1,1,1,0,0,0,0,0,-1.1,0.14,2.1,83.52,1.4000000000000001,1007,N/A
2020,1,1,1,30,0,0,0,0,-1.1,0.14,2.1,85.34,1.1,1007,N/A
2020,1,1,2,0,0,0,0,0,-1.4000000000000001,0.14,2.2,84.62,0.9,1007,N/A
2020,1,1,2,30,0,0,0,0,-1.4000000000000001,0.14,2.2,85.23,0.8,1007,N/A
2020,1,1,3,0,0,0,0,0,-1.6,0.14,2.3000000000000003,84.37,0.7000000000000001,1007,N/A
2020,1,1,3,30,0,0,0,0,-1.6,0.14,2.3000000000000003,85.59,0.5,1007,N/A
2020,1,1,4,0,0,0,0,0,-1.9000000000000001,0.14,2.3000000000000003,84.49,0.4,1007,N/A
2020,1,1,4,30,0,0,0,0,-1.9000000000000001,0.14,2.2,85.72,0.2,1007,N/A
2020,1,1,5,0,0,0,0,0,-2.2,0.14,2.2,85.24,0,1008,N/A
2020,1,1,5,30,0,0,0,0,-2.2,0.14,2.2,85.86,-0.1,1008,N/A
