Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1144937,-,-,-,38.89,-77.02,-5,26,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky GHI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2011,1,1,0,0,0,0,0,0,0,0.131,1.7000000000000002,100,1,1010,N/A
2011,1,1,0,30,0,0,0,0,0,0.131,1.7000000000000002,100,1,1010,N/A
2011,1,1,1,0,0,0,0,0,0,0.131,1.8,100,1,1010,N/A
2011,1,1,1,30,0,0,0,0,0,0.131,1.9000000000000001,100,0,1010,N/A
2011,1,1,2,0,0,0,0,0,0,0.131,2,100,0,1010,N/A
2011,1,1,2,30,0,0,0,0,0,0.131,1.9000000000000001,100,0,1010,N/A
2011,1,1,3,0,0,0,0,0,0,0.131,1.9000000000000001,100,0,1010,N/A
2011,1,1,3,30,0,0,0,0,0,0.131,1.8,100,0,1010,N/A
2011,1,1,4,0,0,0,0,0,0,0.131,1.7000000000000002,100,0,1010,N/A
2011,1,1,4,30,0,0,0,0,0,0.131,1.8,100,0,1010,N/A
2011,1,1,5,0,0,0,0,0,0,0.131,1.9000000000000001,100,0,1010,N/A
2011,1,1,5,30,0,0,0,0,0,0.131,2,100,0,1010,N/A
2011,1,1,6,0,0,0,0,0,0,0.131,2.1,100,0,1010,N/A
2011,1,1,6,30,0,0,0,0,0,0.131,2.3000000000000003,100,0,1010,N/A
2011,1,1,7,0,0,0,0,0,0,0.131,2.5,100,0,1010,N/A
2011,1,1,7,30,0,0,0,0,0,0.131,2.6,100,0,1010,N/A
2011,1,1,8,0,30,250,50,50,0,0.131,2.8000000000000003,99.73,1,1010,N/A
2011,1,1,8,30,57,11,59,120,0,0.131,2.8000000000000003,99.78,1,1010,N/A
2011,1,1,9,0,86,237,142,193,2,0.131,2.8000000000000003,100,2,1010,N/A
2011,1,1,9,30,113,23,120,263,2,0.131,2.9000000000000004,94.54,3,1010,N/A
2011,1,1,10,0,146,64,169,323,3,0.131,3,97.26,4,1010,N/A
2011,1,1,10,30,169,71,198,376,3,0.131,3.4000000000000004,90.62,5,1010,N/A
2011,1,1,11,0,161,13,167,421,5,0.131,3.8000000000000003,95.15,6,1010,N/A
2011,1,1,11,30,204,127,262,448,5,0.131,3.8000000000000003,95.08,7,1010,N/A
2011,1,1,12,0,146,0,146,461,6,0.131,3.8000000000000003,96.85000000000001,8,1010,N/A
2011,1,1,12,30,204,78,240,459,6,0.131,3.3000000000000003,96.82000000000001,8,1010,N/A
2011,1,1,13,0,153,1,153,436,6,0.131,2.9000000000000004,99.32000000000001,8,1010,N/A
2011,1,1,13,30,145,0,145,405,6,0.131,2.5,99.33,7,1010,N/A
2011,1,1,14,0,138,4,139,360,6,0.131,2.3000000000000003,98.87,7,1010,N/A
2011,1,1,14,30,144,148,195,305,6,0.131,2.3000000000000003,98.9,7,1010,N/A
2011,1,1,15,0,78,0,78,241,6,0.131,2.4000000000000004,98.75,7,1010,N/A
2011,1,1,15,30,68,0,68,171,6,0.131,2.4000000000000004,100,6,1010,N/A
2011,1,1,16,0,39,0,39,99,4,0.131,2.5,100,6,1010,N/A
2011,1,1,16,30,13,0,13,34,4,0.131,2.7,100,5,1010,N/A
2011,1,1,17,0,0,0,0,0,4,0.131,3,100,5,1010,N/A
2011,1,1,17,30,0,0,0,0,4,0.131,3.3000000000000003,100,5,1010,N/A
2011,1,1,18,0,0,0,0,0,4,0.131,3.7,100,6,1010,N/A
2011,1,1,18,30,0,0,0,0,4,0.131,3.6,100,5,1010,N/A
2011,1,1,19,0,0,0,0,0,4,0.131,3.5,100,5,1010,N/A
2011,1,1,19,30,0,0,0,0,4,0.131,3.4000000000000004,100,5,1010,N/A
2011,1,1,20,0,0,0,0,0,4,0.131,3.4000000000000004,100,5,1010,N/A
2011,1,1,20,30,0,0,0,0,4,0.131,3.2,100,5,1010,N/A
2011,1,1,21,0,0,0,0,0,4,0.131,3.1,100,5,1010,N/A
2011,1,1,21,30,0,0,0,0,4,0.131,2.8000000000000003,100,5,1010,N/A
2011,1,1,22,0,0,0,0,0,4,0.131,2.6,100,5,1010,N/A
2011,1,1,22,30,0,0,0,0,4,0.131,2.5,100,5,1010,N/A
2011,1,1,23,0,0,0,0,0,4,0.131,2.5,100,5,1010,N/A
2011,1,1,23,30,0,0,0,0,4,0.131,2.4000000000000004,100,5,1010,N/A
2011,1,2,0,0,0,0,0,0,4,0.131,2.4000000000000004,100,5,1010,N/A
2011,1,2,0,30,0,0,0,0,4,0.131,2.3000000000000003,100,5,1010,N/A
2011,1,2,1,0,0,0,0,0,4,0.131,2.2,100,5,1010,N/A
2011,1,2,1,30,0,0,0,0,4,0.131,2.1,100,5,1010,N/A
2011,1,2,2,0,0,0,0,0,4,0.131,2,100,5,1010,N/A
2011,1,2,2,30,0,0,0,0,4,0.131,2.2,100,5,1010,N/A
2011,1,2,3,0,0,0,0,0,4,0.131,2.4000000000000004,100,5,1010,N/A
2011,1,2,3,30,0,0,0,0,4,0.131,2.5,100,5,1010,N/A
2011,1,2,4,0,0,0,0,0,4,0.131,2.8000000000000003,100,5,1010,N/A
2011,1,2,4,30,0,0,0,0,4,0.131,2.8000000000000003,100,4,1010,N/A
2011,1,2,5,0,0,0,0,0,4,0.131,2.9000000000000004,100,4,1010,N/A
2011,1,2,5,30,0,0,0,0,4,0.131,2.9000000000000004,100,4,1010,N/A
2011,1,2,6,0,0,0,0,0,3,0.131,2.9000000000000004,99.54,5,1010,N/A
2011,1,2,6,30,0,0,0,0,3,0.131,2.5,99.55,4,1010,N/A
2011,1,2,7,0,0,0,0,0,3,0.131,2.3000000000000003,96.59,4,1010,N/A
2011,1,2,7,30,0,0,0,0,3,0.131,2.2,96.59,4,1010,N/A
2011,1,2,8,0,5,0,5,48,3,0.131,2.1,90.82000000000001,5,1010,N/A
2011,1,2,8,30,12,0,12,117,3,0.131,2.4000000000000004,90.82000000000001,5,1010,N/A
2011,1,2,9,0,19,0,19,190,3,0.131,2.7,92.86,6,1010,N/A
2011,1,2,9,30,27,0,27,260,3,0.131,3,92.88,5,1010,N/A
2011,1,2,10,0,113,0,113,323,3,0.131,3.3000000000000003,92.2,5,1010,N/A
2011,1,2,10,30,34,0,34,376,3,0.131,3.5,92.14,5,1010,N/A
2011,1,2,11,0,27,0,27,415,3,0.131,3.7,88.39,5,1010,N/A
2011,1,2,11,30,23,0,23,440,3,0.131,3.8000000000000003,88.34,5,1010,N/A
2011,1,2,12,0,125,0,125,452,2,0.131,3.9000000000000004,84.9,5,1010,N/A
2011,1,2,12,30,102,0,102,452,2,0.131,3.2,84.9,5,1010,N/A
2011,1,2,13,0,45,0,45,438,2,0.131,2.6,83.67,6,1010,N/A
2011,1,2,13,30,87,0,87,410,2,0.131,2.4000000000000004,83.65,6,1010,N/A
2011,1,2,14,0,52,0,52,370,2,0.131,2.3000000000000003,78.55,6,1010,N/A
2011,1,2,14,30,86,0,86,317,2,0.131,1.9000000000000001,78.54,6,1010,N/A
2011,1,2,15,0,9,0,9,254,3,0.131,1.5,82.96000000000001,6,1010,N/A
2011,1,2,15,30,7,0,7,182,3,0.131,1.5,88.93,5,1010,N/A
2011,1,2,16,0,4,0,4,110,2,0.131,1.5,87.57000000000001,4,1010,N/A
2011,1,2,16,30,1,0,1,40,2,0.131,1.9000000000000001,94,3,1010,N/A
2011,1,2,17,0,0,0,0,0,0,0.131,2.3000000000000003,81.81,3,1010,N/A
2011,1,2,17,30,0,0,0,0,0,0.131,3.1,87.88,2,1010,N/A
2011,1,2,18,0,0,0,0,0,-1,0.131,4,78.38,2,1010,N/A
2011,1,2,18,30,0,0,0,0,-1,0.131,4.2,84.24,1,1010,N/A
2011,1,2,19,0,0,0,0,0,-2,0.131,4.5,81.23,1,1010,N/A
2011,1,2,19,30,0,0,0,0,-2,0.131,4.2,81.24,0,1010,N/A
