Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1144937,-,-,-,38.89,-77.02,-5,26,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky GHI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2010,1,1,0,0,0,0,0,0,0,0.116,0.7000000000000001,97.01,0,1010,N/A
2010,1,1,0,30,0,0,0,0,0,0.116,0.7000000000000001,97,0,1010,N/A
2010,1,1,1,0,0,0,0,0,0,0.116,0.7000000000000001,96.32000000000001,0,1010,N/A
2010,1,1,1,30,0,0,0,0,0,0.116,0.7000000000000001,96.32000000000001,0,1010,N/A
2010,1,1,2,0,0,0,0,0,0,0.116,0.8,95.25,0,1010,N/A
2010,1,1,2,30,0,0,0,0,0,0.116,0.8,95.24,0,1010,N/A
2010,1,1,3,0,0,0,0,0,0,0.116,0.9,94.81,0,1010,N/A
2010,1,1,3,30,0,0,0,0,0,0.116,1,94.8,0,1010,N/A
2010,1,1,4,0,0,0,0,0,0,0.116,1.2000000000000002,95.74000000000001,0,1010,N/A
2010,1,1,4,30,0,0,0,0,0,0.116,1.3,95.74000000000001,0,1010,N/A
2010,1,1,5,0,0,0,0,0,0,0.116,1.5,97.21000000000001,0,1010,N/A
2010,1,1,5,30,0,0,0,0,0,0.116,1.6,97.21000000000001,0,1010,N/A
2010,1,1,6,0,0,0,0,0,0,0.116,1.8,97.83,0,1010,N/A
2010,1,1,6,30,0,0,0,0,0,0.116,1.9000000000000001,97.82000000000001,0,1010,N/A
2010,1,1,7,0,0,0,0,0,0,0.116,2,96.86,0,1010,N/A
2010,1,1,7,30,0,0,0,0,0,0.116,2.3000000000000003,96.85000000000001,0,1010,N/A
2010,1,1,8,0,28,12,29,52,0,0.116,2.6,99.64,0,1010,N/A
2010,1,1,8,30,59,66,70,124,0,0.116,2.7,99.63,0,1010,N/A
2010,1,1,9,0,59,0,59,202,0,0.116,2.9000000000000004,96.60000000000001,1,1010,N/A
2010,1,1,9,30,122,123,159,274,0,0.116,2.8000000000000003,96.59,1,1010,N/A
2010,1,1,10,0,102,529,290,340,1,0.116,2.8000000000000003,94.27,2,1010,N/A
2010,1,1,10,30,172,174,243,394,1,0.116,2.8000000000000003,94.24,2,1010,N/A
2010,1,1,11,0,157,9,161,436,1,0.116,2.9000000000000004,90.74,3,1010,N/A
2010,1,1,11,30,167,10,172,464,1,0.116,3,90.71000000000001,3,1010,N/A
2010,1,1,12,0,189,30,203,477,1,0.116,3.1,84.97,4,1010,N/A
2010,1,1,12,30,187,32,203,476,1,0.116,3,84.93,4,1000,N/A
2010,1,1,13,0,129,0,129,460,1,0.116,3,84.17,4,1000,N/A
2010,1,1,13,30,131,0,131,429,1,0.116,3,90.26,4,1000,N/A
2010,1,1,14,0,123,495,318,384,1,0.116,3.1,89.13,4,1000,N/A
2010,1,1,14,30,144,91,175,328,1,0.116,3.1,89.15,3,1000,N/A
2010,1,1,15,0,115,81,139,260,0,0.116,3.1,85.55,3,1000,N/A
2010,1,1,15,30,64,556,187,187,0,0.116,3.5,91.85000000000001,2,1000,N/A
2010,1,1,16,0,49,419,109,109,0,0.116,4,90.95,2,1000,N/A
2010,1,1,16,30,25,216,39,39,0,0.116,4.5,97.79,1,1000,N/A
2010,1,1,17,0,0,0,0,0,-1,0.116,5.1000000000000005,89.47,1,1010,N/A
2010,1,1,17,30,0,0,0,0,-1,0.116,5.300000000000001,89.51,0,1010,N/A
2010,1,1,18,0,0,0,0,0,-2,0.116,5.5,80.33,0,1010,N/A
2010,1,1,18,30,0,0,0,0,-2,0.116,5.300000000000001,80.35000000000001,0,1010,N/A
2010,1,1,19,0,0,0,0,0,-4,0.116,5.1000000000000005,77.52,-1,1010,N/A
2010,1,1,19,30,0,0,0,0,-4,0.116,5,77.51,-1,1010,N/A
2010,1,1,20,0,0,0,0,0,-5,0.116,5,77.81,-2,1010,N/A
2010,1,1,20,30,0,0,0,0,-5,0.116,5,77.78,-2,1010,N/A
2010,1,1,21,0,0,0,0,0,-5,0.116,5,81.63,-2,1010,N/A
2010,1,1,21,30,0,0,0,0,-5,0.116,5.1000000000000005,81.61,-2,1010,N/A
2010,1,1,22,0,0,0,0,0,-5,0.116,5.2,80.53,-3,1010,N/A
2010,1,1,22,30,0,0,0,0,-5,0.116,5.5,80.51,-3,1010,N/A
2010,1,1,23,0,0,0,0,0,-6,0.116,5.800000000000001,79,-3,1010,N/A
2010,1,1,23,30,0,0,0,0,-6,0.116,5.800000000000001,78.98,-3,1000,N/A
2010,1,2,0,0,0,0,0,0,-6,0.116,5.9,77.15,-3,1000,N/A
2010,1,2,0,30,0,0,0,0,-6,0.116,5.9,77.15,-3,1000,N/A
2010,1,2,1,0,0,0,0,0,-6,0.116,6,74.44,-3,1000,N/A
2010,1,2,1,30,0,0,0,0,-6,0.116,6,74.45,-3,1000,N/A
2010,1,2,2,0,0,0,0,0,-7,0.116,6,71.99,-3,1000,N/A
2010,1,2,2,30,0,0,0,0,-7,0.116,6,71.99,-3,1000,N/A
2010,1,2,3,0,0,0,0,0,-7,0.116,6.1000000000000005,75.15,-3,1000,N/A
2010,1,2,3,30,0,0,0,0,-7,0.116,6.1000000000000005,75.15,-3,1000,N/A
2010,1,2,4,0,0,0,0,0,-8,0.116,6.1000000000000005,73.17,-3,1000,N/A
2010,1,2,4,30,0,0,0,0,-8,0.116,6,73.17,-3,1000,N/A
2010,1,2,5,0,0,0,0,0,-8,0.116,6,71.7,-4,1000,N/A
2010,1,2,5,30,0,0,0,0,-8,0.116,6,71.7,-4,1000,N/A
2010,1,2,6,0,0,0,0,0,-8,0.116,6,70.31,-4,1010,N/A
2010,1,2,6,30,0,0,0,0,-8,0.116,6.1000000000000005,70.3,-4,1000,N/A
2010,1,2,7,0,0,0,0,0,-8,0.116,6.2,73.99,-4,1000,N/A
2010,1,2,7,30,0,0,0,0,-8,0.116,6.4,73.98,-4,1000,N/A
2010,1,2,8,0,16,0,16,56,-9,0.116,6.7,73.37,-4,1000,N/A
2010,1,2,8,30,38,0,38,132,-9,0.116,7,68.05,-4,1000,N/A
2010,1,2,9,0,92,110,118,211,-9,0.116,7.4,68.14,-4,1000,N/A
2010,1,2,9,30,113,280,197,286,-9,0.116,7.7,68.13,-3,1000,N/A
2010,1,2,10,0,134,322,250,351,-8,0.116,8,68.35000000000001,-3,1000,N/A
2010,1,2,10,30,152,353,295,406,-8,0.116,8.1,63.42,-3,1000,N/A
2010,1,2,11,0,169,357,326,446,-8,0.116,8.3,63.34,-3,1000,N/A
2010,1,2,11,30,183,343,342,475,-8,0.116,8.4,63.33,-3,1000,N/A
2010,1,2,12,0,211,151,283,487,-9,0.116,8.5,62.27,-3,1000,N/A
2010,1,2,12,30,187,355,354,486,-9,0.116,8.5,62.28,-3,1000,N/A
2010,1,2,13,0,169,410,357,468,-9,0.116,8.6,60.6,-3,1000,N/A
2010,1,2,13,30,135,517,359,437,-9,0.116,8.5,60.620000000000005,-3,1000,N/A
2010,1,2,14,0,157,294,273,393,-9,0.116,8.5,63.25,-3,1000,N/A
2010,1,2,14,30,90,707,336,336,-9,0.116,8.3,63.27,-3,1010,N/A
2010,1,2,15,0,77,664,270,270,-10,0.116,8.200000000000001,61.31,-4,1010,N/A
2010,1,2,15,30,66,574,194,194,-10,0.116,8,61.33,-4,1010,N/A
2010,1,2,16,0,47,473,117,117,-10,0.116,7.800000000000001,64.26,-4,1010,N/A
2010,1,2,16,30,27,250,43,43,-10,0.116,7.6000000000000005,64.28,-4,1010,N/A
2010,1,2,17,0,0,0,0,0,-11,0.116,7.5,62.49,-5,1010,N/A
2010,1,2,17,30,0,0,0,0,-11,0.116,7.4,62.51,-5,1010,N/A
2010,1,2,18,0,0,0,0,0,-11,0.116,7.4,65.36,-6,1010,N/A
2010,1,2,18,30,0,0,0,0,-11,0.116,7.4,65.37,-6,1010,N/A
2010,1,2,19,0,0,0,0,0,-11,0.116,7.4,68.1,-6,1010,N/A
2010,1,2,19,30,0,0,0,0,-11,0.116,7.4,68.1,-6,1010,N/A
2010,1,2,20,0,0,0,0,0,-12,0.116,7.5,65.52,-7,1010,N/A
2010,1,2,20,30,0,0,0,0,-12,0.116,7.5,65.52,-7,1010,N/A
2010,1,2,21,0,0,0,0,0,-12,0.116,7.5,68.26,-7,1010,N/A
2010,1,2,21,30,0,0,0,0,-12,0.116,7.5,68.26,-7,1010,N/A
2010,1,2,22,0,0,0,0,0,-13,0.116,7.6000000000000005,66.35,-8,1010,N/A
2010,1,2,22,30,0,0,0,0,-13,0.116,7.6000000000000005,66.33,-8,1010,N/A
2010,1,2,23,0,0,0,0,0,-13,0.116,7.6000000000000005,64.96000000000001,-8,1010,N/A
2010,1,2,23,30,0,0,0,0,-13,0.116,7.5,64.94,-8,1010,N/A
2010,1,3,0,0,0,0,0,0,-13,0.116,7.5,69.10000000000001,-8,1010,N/A
2010,1,3,0,30,0,0,0,0,-13,0.116,7.5,69.09,-8,1010,N/A
2010,1,3,1,0,0,0,0,0,-13,0.116,7.5,67.92,-8,1010,N/A
2010,1,3,1,30,0,0,0,0,-13,0.116,7.5,67.92,-8,1010,N/A
2010,1,3,2,0,0,0,0,0,-14,0.116,7.6000000000000005,67.05,-8,1010,N/A
2010,1,3,2,30,0,0,0,0,-14,0.116,7.6000000000000005,67.05,-8,1010,N/A
2010,1,3,3,0,0,0,0,0,-14,0.116,7.7,66.3,-9,1010,N/A
2010,1,3,3,30,0,0,0,0,-14,0.116,7.7,66.29,-9,1010,N/A
2010,1,3,4,0,0,0,0,0,-14,0.116,7.7,65.31,-9,1010,N/A
2010,1,3,4,30,0,0,0,0,-14,0.116,7.6000000000000005,65.3,-9,1010,N/A
2010,1,3,5,0,0,0,0,0,-14,0.116,7.6000000000000005,69.37,-9,1010,N/A
2010,1,3,5,30,0,0,0,0,-14,0.116,7.6000000000000005,69.36,-9,1010,N/A
2010,1,3,6,0,0,0,0,0,-14,0.116,7.7,68.23,-9,1010,N/A
2010,1,3,6,30,0,0,0,0,-14,0.116,7.7,68.21000000000001,-9,1000,N/A
2010,1,3,7,0,0,0,0,0,-14,0.116,7.800000000000001,67.69,-10,1000,N/A
2010,1,3,7,30,0,0,0,0,-14,0.116,7.9,67.66,-9,1000,N/A
2010,1,3,8,0,28,373,58,58,-14,0.116,8.1,69.47,-9,1000,N/A
2010,1,3,8,30,45,567,137,137,-14,0.116,8.200000000000001,64.19,-8,1000,N/A
2010,1,3,9,0,56,689,218,218,-13,0.116,8.4,67.98,-8,1000,N/A
2010,1,3,9,30,64,765,295,295,-13,0.116,8.5,62.86,-7,1000,N/A
2010,1,3,10,0,74,798,360,360,-12,0.116,8.700000000000001,63.28,-7,1000,N/A
2010,1,3,10,30,79,833,416,416,-12,0.116,8.8,58.6,-6,1000,N/A
2010,1,3,11,0,86,844,456,456,-11,0.116,8.9,64.16,-5,1000,N/A
2010,1,3,11,30,88,857,484,484,-11,0.116,9,59.45,-4,1000,N/A
2010,1,3,12,0,90,857,496,496,-10,0.116,9.1,63.620000000000005,-4,1000,N/A
2010,1,3,12,30,90,854,494,494,-10,0.116,9.1,59,-4,1000,N/A
2010,1,3,13,0,86,852,478,478,-10,0.116,9.1,61.04,-4,1000,N/A
2010,1,3,13,30,188,205,277,446,-10,0.116,9,61.050000000000004,-4,1000,N/A
2010,1,3,14,0,174,187,248,400,-10,0.116,9,61.36,-4,1000,N/A
2010,1,3,14,30,75,762,342,342,-10,0.116,8.9,61.370000000000005,-4,1000,N/A
2010,1,3,15,0,94,406,213,274,-10,0.116,8.8,65.01,-4,1000,N/A
2010,1,3,15,30,83,227,134,198,-10,0.116,8.6,65.02,-4,1000,N/A
2010,1,3,16,0,56,160,80,119,-10,0.116,8.4,63.2,-5,1000,N/A
2010,1,3,16,30,25,78,30,45,-10,0.116,8.1,63.21,-5,1000,N/A
2010,1,3,17,0,0,0,0,0,-11,0.116,7.9,66.94,-6,1000,N/A
2010,1,3,17,30,0,0,0,0,-11,0.116,7.7,66.95,-6,1000,N/A
2010,1,3,18,0,0,0,0,0,-11,0.116,7.5,71.9,-6,1000,N/A
2010,1,3,18,30,0,0,0,0,-11,0.116,7.300000000000001,71.9,-6,1000,N/A
2010,1,3,19,0,0,0,0,0,-11,0.116,7.1000000000000005,71.93,-6,1000,N/A
2010,1,3,19,30,0,0,0,0,-11,0.116,6.800000000000001,71.92,-6,1000,N/A
2010,1,3,20,0,0,0,0,0,-11,0.116,6.5,72.11,-7,1000,N/A
2010,1,3,20,30,0,0,0,0,-11,0.116,6.300000000000001,72.11,-7,1000,N/A
2010,1,3,21,0,0,0,0,0,-11,0.116,6.2,72.41,-7,1000,N/A
2010,1,3,21,30,0,0,0,0,-11,0.116,6.1000000000000005,72.41,-7,1000,N/A
2010,1,3,22,0,0,0,0,0,-11,0.116,6.1000000000000005,73.11,-7,1000,N/A
2010,1,3,22,30,0,0,0,0,-11,0.116,6.1000000000000005,73.11,-7,1000,N/A
2010,1,3,23,0,0,0,0,0,-10,0.116,6.1000000000000005,74.52,-7,1000,N/A
2010,1,3,23,30,0,0,0,0,-10,0.116,6.1000000000000005,74.52,-6,1000,N/A
2010,1,4,0,0,0,0,0,0,-10,0.116,6.1000000000000005,76.03,-6,1000,N/A
2010,1,4,0,30,0,0,0,0,-10,0.116,6,76.03,-6,1000,N/A
2010,1,4,1,0,0,0,0,0,-10,0.116,6,77.51,-6,1000,N/A
2010,1,4,1,30,0,0,0,0,-10,0.116,5.9,71.8,-6,1000,N/A
2010,1,4,2,0,0,0,0,0,-10,0.116,5.800000000000001,72.99,-6,1000,N/A
2010,1,4,2,30,0,0,0,0,-10,0.116,5.6000000000000005,72.98,-6,1000,N/A
2010,1,4,3,0,0,0,0,0,-9,0.116,5.6000000000000005,74.02,-6,1000,N/A
2010,1,4,3,30,0,0,0,0,-9,0.116,5.4,74.02,-6,1000,N/A
2010,1,4,4,0,0,0,0,0,-9,0.116,5.300000000000001,74.86,-6,1000,N/A
2010,1,4,4,30,0,0,0,0,-9,0.116,5.1000000000000005,74.85000000000001,-6,1000,N/A
2010,1,4,5,0,0,0,0,0,-9,0.116,5,75.39,-6,1000,N/A
