Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1144937,-,-,-,38.89,-77.02,-5,26,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky GHI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2002,1,1,0,0,0,0,0,0,-10,0.121,2.3000000000000003,68.69,-6,1010,N/A
2002,1,1,0,30,0,0,0,0,-10,0.121,2.2,68.7,-6,1010,N/A
2002,1,1,1,0,0,0,0,0,-10,0.121,2.1,73.23,-7,1010,N/A
2002,1,1,1,30,0,0,0,0,-10,0.121,2,73.24,-7,1010,N/A
2002,1,1,2,0,0,0,0,0,-11,0.121,1.9000000000000001,72.58,-7,1010,N/A
2002,1,1,2,30,0,0,0,0,-11,0.121,1.9000000000000001,72.57000000000001,-7,1010,N/A
2002,1,1,3,0,0,0,0,0,-11,0.121,1.9000000000000001,77.87,-7,1010,N/A
2002,1,1,3,30,0,0,0,0,-11,0.121,1.9000000000000001,77.87,-7,1010,N/A
2002,1,1,4,0,0,0,0,0,-11,0.121,1.9000000000000001,77.55,-8,1010,N/A
2002,1,1,4,30,0,0,0,0,-11,0.121,2,77.56,-8,1010,N/A
2002,1,1,5,0,0,0,0,0,-11,0.121,2.1,77.55,-8,1010,N/A
2002,1,1,5,30,0,0,0,0,-11,0.121,2.1,77.57000000000001,-8,1010,N/A
2002,1,1,6,0,0,0,0,0,-11,0.121,2.2,83.89,-8,1010,N/A
2002,1,1,6,30,0,0,0,0,-11,0.121,2.3000000000000003,83.92,-8,1010,N/A
2002,1,1,7,0,0,0,0,0,-11,0.121,2.4000000000000004,83.89,-8,1010,N/A
2002,1,1,7,30,0,0,0,0,-11,0.121,3,77.63,-7,1010,N/A
2002,1,1,8,0,28,389,59,59,-11,0.121,3.6,72.44,-6,1010,N/A
2002,1,1,8,30,44,578,138,138,-11,0.121,4,62.21,-5,1020,N/A
2002,1,1,9,0,56,690,219,219,-11,0.121,4.4,56.09,-4,1020,N/A
2002,1,1,9,30,65,764,295,295,-11,0.121,4.4,52.050000000000004,-3,1020,N/A
2002,1,1,10,0,71,815,361,361,-11,0.121,4.4,48.03,-2,1020,N/A
2002,1,1,10,30,75,850,417,417,-11,0.121,4.3,44.61,-1,1010,N/A
2002,1,1,11,0,79,871,460,460,-11,0.121,4.2,45.53,0,1010,N/A
2002,1,1,11,30,81,885,488,488,-11,0.121,4.2,42.32,0,1010,N/A
2002,1,1,12,0,81,893,502,502,-11,0.121,4.3,42.800000000000004,0,1010,N/A
2002,1,1,12,30,81,892,500,500,-11,0.121,4.3,42.800000000000004,0,1010,N/A
2002,1,1,13,0,78,890,484,484,-11,0.121,4.4,43.14,0,1010,N/A
2002,1,1,13,30,76,874,453,453,-11,0.121,4.4,43.15,0,1010,N/A
2002,1,1,14,0,72,853,407,407,-10,0.121,4.4,43.410000000000004,0,1010,N/A
2002,1,1,14,30,67,815,349,349,-10,0.121,4.2,43.42,0,1010,N/A
2002,1,1,15,0,61,763,280,280,-10,0.121,4.1000000000000005,44.14,0,1010,N/A
2002,1,1,15,30,52,682,203,203,-10,0.121,3.4000000000000004,44.15,0,1010,N/A
2002,1,1,16,0,40,556,121,121,-9,0.121,2.8000000000000003,51.83,-1,1020,N/A
2002,1,1,16,30,23,342,45,45,-9,0.121,2.5,55.800000000000004,-1,1020,N/A
2002,1,1,17,0,0,0,0,0,-8,0.121,2.3000000000000003,63.42,-2,1020,N/A
2002,1,1,17,30,0,0,0,0,-8,0.121,2.4000000000000004,63.440000000000005,-2,1020,N/A
2002,1,1,18,0,0,0,0,0,-9,0.121,2.5,62.93,-3,1020,N/A
2002,1,1,18,30,0,0,0,0,-9,0.121,2.5,62.95,-3,1020,N/A
2002,1,1,19,0,0,0,0,0,-9,0.121,2.6,67.05,-3,1020,N/A
2002,1,1,19,30,0,0,0,0,-9,0.121,2.7,67.06,-3,1020,N/A
2002,1,1,20,0,0,0,0,0,-9,0.121,2.8000000000000003,66.57000000000001,-4,1020,N/A
2002,1,1,20,30,0,0,0,0,-9,0.121,2.9000000000000004,66.57000000000001,-4,1020,N/A
2002,1,1,21,0,0,0,0,0,-9,0.121,3,71.31,-4,1020,N/A
2002,1,1,21,30,0,0,0,0,-9,0.121,3,71.32000000000001,-4,1020,N/A
2002,1,1,22,0,0,0,0,0,-9,0.121,3.1,71.25,-5,1020,N/A
2002,1,1,22,30,0,0,0,0,-9,0.121,3,71.25,-5,1020,N/A
2002,1,1,23,0,0,0,0,0,-9,0.121,2.9000000000000004,77.14,-5,1020,N/A
2002,1,1,23,30,0,0,0,0,-9,0.121,2.7,77.15,-5,1020,N/A
2002,1,2,0,0,0,0,0,0,-9,0.121,2.5,77.43,-6,1020,N/A
2002,1,2,0,30,0,0,0,0,-9,0.121,2.5,77.44,-6,1020,N/A
2002,1,2,1,0,0,0,0,0,-9,0.121,2.5,77.63,-6,1020,N/A
2002,1,2,1,30,0,0,0,0,-9,0.121,2.5,77.65,-6,1020,N/A
2002,1,2,2,0,0,0,0,0,-9,0.121,2.5,84,-6,1020,N/A
2002,1,2,2,30,0,0,0,0,-9,0.121,2.4000000000000004,83.98,-6,1020,N/A
2002,1,2,3,0,0,0,0,0,-9,0.121,2.3000000000000003,84.2,-7,1020,N/A
2002,1,2,3,30,0,0,0,0,-9,0.121,2.3000000000000003,84.23,-7,1020,N/A
2002,1,2,4,0,0,0,0,0,-9,0.121,2.4000000000000004,84.78,-7,1020,N/A
2002,1,2,4,30,0,0,0,0,-9,0.121,2.2,84.78,-7,1020,N/A
2002,1,2,5,0,0,0,0,0,-9,0.121,2.1,84.75,-7,1020,N/A
2002,1,2,5,30,0,0,0,0,-9,0.121,2,84.76,-7,1020,N/A
2002,1,2,6,0,0,0,0,0,-9,0.121,2,91.86,-7,1020,N/A
2002,1,2,6,30,0,0,0,0,-9,0.121,2,91.88,-7,1020,N/A
2002,1,2,7,0,0,0,0,0,-9,0.121,2,92.3,-7,1020,N/A
2002,1,2,7,30,0,0,0,0,-9,0.121,2.4000000000000004,85.46000000000001,-6,1020,N/A
2002,1,2,8,0,28,390,59,59,-8,0.121,2.9000000000000004,80.82000000000001,-5,1020,N/A
2002,1,2,8,30,44,580,138,138,-8,0.121,2.9000000000000004,74.93,-4,1020,N/A
2002,1,2,9,0,73,388,165,220,-8,0.121,3,71.59,-4,1020,N/A
