Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1144937,-,-,-,38.89,-77.02,-5,26,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky GHI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2001,1,1,0,0,0,0,0,0,-8,0.121,3.8000000000000003,76.23,-4,1010,N/A
2001,1,1,0,30,0,0,0,0,-8,0.121,3.6,76.25,-4,1010,N/A
2001,1,1,1,0,0,0,0,0,-8,0.121,3.4000000000000004,76.10000000000001,-5,1010,N/A
2001,1,1,1,30,0,0,0,0,-8,0.121,3.2,76.10000000000001,-5,1010,N/A
2001,1,1,2,0,0,0,0,0,-8,0.121,3,81.58,-5,1010,N/A
2001,1,1,2,30,0,0,0,0,-8,0.121,2.9000000000000004,81.59,-5,1010,N/A
2001,1,1,3,0,0,0,0,0,-8,0.121,2.8000000000000003,80.81,-6,1010,N/A
2001,1,1,3,30,0,0,0,0,-8,0.121,2.7,80.83,-6,1010,N/A
2001,1,1,4,0,0,0,0,0,-8,0.121,2.7,80.2,-6,1010,N/A
2001,1,1,4,30,0,0,0,0,-8,0.121,2.7,80.23,-6,1010,N/A
2001,1,1,5,0,0,0,0,0,-8,0.121,2.7,86.06,-6,1010,N/A
2001,1,1,5,30,0,0,0,0,-8,0.121,2.7,86.09,-6,1020,N/A
2001,1,1,6,0,0,0,0,0,-8,0.121,2.7,85.72,-6,1020,N/A
2001,1,1,6,30,0,0,0,0,-8,0.121,2.6,85.75,-6,1020,N/A
2001,1,1,7,0,0,0,0,0,-8,0.121,2.5,86.02,-6,1020,N/A
2001,1,1,7,30,0,0,0,0,-8,0.121,2.8000000000000003,79.69,-5,1020,N/A
2001,1,1,8,0,32,125,42,53,-8,0.121,3.2,77.77,-5,1020,N/A
2001,1,1,8,30,53,298,101,127,-8,0.121,3.3000000000000003,72.13,-4,1020,N/A
2001,1,1,9,0,76,539,203,203,-7,0.121,3.5,69.84,-3,1020,N/A
2001,1,1,9,30,89,466,230,277,-7,0.121,3.8000000000000003,64.85,-2,1020,N/A
2001,1,1,10,0,104,511,287,346,-7,0.121,4.1000000000000005,62.09,-1,1020,N/A
2001,1,1,10,30,96,639,353,401,-7,0.121,3.9000000000000004,57.71,0,1020,N/A
2001,1,1,11,0,109,633,385,443,-7,0.121,3.8000000000000003,58.58,0,1020,N/A
2001,1,1,11,30,111,651,411,471,-7,0.121,3.5,58.550000000000004,0,1020,N/A
2001,1,1,12,0,162,470,384,483,-6,0.121,3.3000000000000003,59.54,0,1010,N/A
2001,1,1,12,30,146,541,400,482,-6,0.121,3.1,59.53,0,1010,N/A
2001,1,1,13,0,100,691,415,464,-6,0.121,3,60.76,1,1010,N/A
2001,1,1,13,30,131,533,360,432,-6,0.121,2.8000000000000003,60.76,1,1010,N/A
2001,1,1,14,0,161,253,261,386,-6,0.121,2.7,57.97,1,1010,N/A
2001,1,1,14,30,138,244,222,329,-6,0.121,2.3000000000000003,62.31,1,1010,N/A
2001,1,1,15,0,116,121,151,261,-4,0.121,1.9000000000000001,69.26,1,1010,N/A
2001,1,1,15,30,84,157,119,186,-4,0.121,1.6,69.26,0,1010,N/A
2001,1,1,16,0,57,89,70,109,-4,0.121,1.4000000000000001,73.68,0,1010,N/A
2001,1,1,16,30,23,18,25,39,-4,0.121,1.4000000000000001,73.69,0,1020,N/A
2001,1,1,17,0,0,0,0,0,-4,0.121,1.5,75.49,-1,1020,N/A
2001,1,1,17,30,0,0,0,0,-4,0.121,1.6,75.51,-1,1020,N/A
2001,1,1,18,0,0,0,0,0,-5,0.121,1.8,74.01,-1,1020,N/A
2001,1,1,18,30,0,0,0,0,-5,0.121,2,74.02,-1,1020,N/A
2001,1,1,19,0,0,0,0,0,-5,0.121,2.3000000000000003,72.08,-1,1020,N/A
2001,1,1,19,30,0,0,0,0,-5,0.121,2.5,72.08,-1,1020,N/A
2001,1,1,20,0,0,0,0,0,-5,0.121,2.7,76.27,-1,1020,N/A
2001,1,1,20,30,0,0,0,0,-5,0.121,2.8000000000000003,76.27,-1,1020,N/A
2001,1,1,21,0,0,0,0,0,-5,0.121,3,75.81,-2,1020,N/A
2001,1,1,21,30,0,0,0,0,-5,0.121,3,75.81,-2,1020,N/A
2001,1,1,22,0,0,0,0,0,-5,0.121,3.1,75.82000000000001,-2,1020,N/A
2001,1,1,22,30,0,0,0,0,-5,0.121,3.1,75.82000000000001,-2,1020,N/A
2001,1,1,23,0,0,0,0,0,-5,0.121,3.1,81.68,-2,1020,N/A
2001,1,1,23,30,0,0,0,0,-5,0.121,3.1,81.68,-2,1020,N/A
2001,1,2,0,0,0,0,0,0,-5,0.121,3.1,81.36,-2,1020,N/A
2001,1,2,0,30,0,0,0,0,-5,0.121,3,81.37,-2,1020,N/A
2001,1,2,1,0,0,0,0,0,-5,0.121,2.9000000000000004,80.5,-2,1020,N/A
2001,1,2,1,30,0,0,0,0,-5,0.121,2.8000000000000003,80.52,-2,1020,N/A
2001,1,2,2,0,0,0,0,0,-6,0.121,2.8000000000000003,79.32000000000001,-2,1020,N/A
2001,1,2,2,30,0,0,0,0,-6,0.121,2.7,79.32000000000001,-2,1020,N/A
2001,1,2,3,0,0,0,0,0,-6,0.121,2.7,78.42,-3,1020,N/A
2001,1,2,3,30,0,0,0,0,-6,0.121,2.6,78.43,-3,1020,N/A
