Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1144937,-,-,-,38.89,-77.02,-5,26,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky GHI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,
2019,1,1,0,0,0,0,0,0,11.700000000000001,0.14,4.7,98.13,12,1008,N/A
2019,1,1,0,30,0,0,0,0,11.700000000000001,0.14,4.800000000000001,95.49,12.4,1007,N/A
2019,1,1,1,0,0,0,0,0,12.600000000000001,0.14,4.9,98.55,12.8,1006,N/A
2019,1,1,1,30,0,0,0,0,12.600000000000001,0.14,4.9,96.64,13.100000000000001,1006,N/A
2019,1,1,2,0,0,0,0,0,13.200000000000001,0.14,4.9,98.2,13.5,1006,N/A
2019,1,1,2,30,0,0,0,0,13.200000000000001,0.14,4.800000000000001,97.57000000000001,13.600000000000001,1006,N/A
2019,1,1,3,0,0,0,0,0,13.600000000000001,0.14,4.7,98.94,13.8,1006,N/A
2019,1,1,3,30,0,0,0,0,13.600000000000001,0.14,4.7,97.67,14,1006,N/A
2019,1,1,4,0,0,0,0,0,14,0.14,4.6000000000000005,98.03,14.3,1006,N/A
2019,1,1,4,30,0,0,0,0,14,0.14,4.7,97.4,14.4,1006,N/A
2019,1,1,5,0,0,0,0,0,14.200000000000001,0.14,4.7,97.36,14.600000000000001,1006,N/A
2019,1,1,5,30,0,0,0,0,14.200000000000001,0.14,5,96.83,14.700000000000001,1007,N/A
2019,1,1,6,0,0,0,0,0,13.700000000000001,0.14,5.4,93.47,14.700000000000001,1008,N/A
2019,1,1,6,30,0,0,0,0,13.700000000000001,0.14,5.5,96.63,14.200000000000001,1009,N/A
2019,1,1,7,0,0,0,0,0,12.100000000000001,0.14,5.5,89.88,13.700000000000001,1010,N/A
2019,1,1,7,30,2,0,2,7,12.100000000000001,0.14,5.5,92.25,13.3,1010,N/A
2019,1,1,8,0,15,0,15,60,10.700000000000001,0.14,5.5,86.33,12.9,1011,N/A
2019,1,1,8,30,29,0,29,133,10.700000000000001,0.14,5.4,87.55,12.700000000000001,1012,N/A
2019,1,1,9,0,47,0,47,210,9.8,0.14,5.4,83.04,12.600000000000001,1013,N/A
2019,1,1,9,30,77,3,78,283,9.8,0.14,5.4,84.14,12.4,1013,N/A
2019,1,1,10,0,80,0,80,348,9,0.14,5.4,80.16,12.3,1014,N/A
2019,1,1,10,30,109,1,109,402,9,0.14,5.4,81.76,12,1014,N/A
2019,1,1,11,0,131,5,133,444,8,0.14,5.4,78.44,11.600000000000001,1014,N/A
2019,1,1,11,30,141,6,144,472,8,0.14,5.300000000000001,78.96000000000001,11.5,1014,N/A
2019,1,1,12,0,171,28,184,486,7.4,0.14,5.300000000000001,76.37,11.4,1014,N/A
2019,1,1,12,30,187,49,210,486,7.4,0.14,5.2,75.37,11.600000000000001,1014,N/A
2019,1,1,13,0,194,114,246,469,7.2,0.14,5.2,73.08,11.9,1015,N/A
2019,1,1,13,30,183,118,234,438,7.2,0.14,5,73.08,11.9,1015,N/A
2019,1,1,14,0,154,239,248,394,7,0.14,4.800000000000001,71.48,12,1015,N/A
2019,1,1,14,30,141,92,173,337,7,0.14,4.4,73.46000000000001,11.600000000000001,1016,N/A
2019,1,1,15,0,114,99,142,270,6.9,0.14,4.1000000000000005,74.64,11.200000000000001,1017,N/A
